Site Name,City,Country,State,Street Address,Address,Latitude,Longitude,Coordinates,Zip Code,NPL Status,HRS Score
HIGGINS DISPOSAL,KINGSTON,U.S.A,NJ,121 LAUREL AVE,"121 LAUREL AVE, KINGSTON, NJ, U.S.A, 08528",40.3872512,-74.6158872,"40.3872512, -74.6158872",8528,Final NPL,30.87
HIGGINS FARM,FRANKLIN TOWNSHIP,U.S.A,NJ,ROUTE 518,"ROUTE 518, FRANKLIN TOWNSHIP, NJ, U.S.A, 08540",40.3600427,-74.9248616,"40.3600427, -74.9248616",8540,Final NPL,30.47
HOPKINS FARM,PLUMSTEAD TOWNSHIP,U.S.A,NJ,ROUTE 539,"ROUTE 539, PLUMSTEAD TOWNSHIP, NJ, U.S.A, 08533",40.0715889,-74.4702978,"40.0715889, -74.4702978",8533,Deleted NPL,
HORSESHOE ROAD,SAYREVILLE,U.S.A,NJ,Postal Address is unavailable for the Site,"Postal Address is unavailable for the Site, SAYREVILLE, NJ, U.S.A, 08872",40.465024,-74.3528822,"40.465024, -74.3528822",8872,Final NPL,51.37
ICELAND COIN LAUNDRY AREA GW PLUME,VINELAND,U.S.A,NJ,1888 SOUTH DELSEA DRIVE,"1888 SOUTH DELSEA DRIVE, VINELAND, NJ, U.S.A, 08360",39.4594357,-75.044048,"39.4594357, -75.044048",8360,Final NPL,30.3
"IMPERIAL OIL CO., INC./CHAMPION CHEMICALS",MORGANVILLE,U.S.A,NJ,ORCHARD RD,"ORCHARD RD, MORGANVILLE, NJ, U.S.A, 07751",40.3891627,-74.2408973,"40.3891627, -74.2408973",7751,Final NPL,33.87
INDUSTRIAL LATEX CORP.,WALLINGTON BOROUGH,U.S.A,NJ,350 MT. PLEASANT AVENUE,"350 MT. PLEASANT AVENUE, WALLINGTON BOROUGH, NJ, U.S.A, 07057",40.85382,-74.098834,"40.85382, -74.098834",7057,Deleted NPL,
JACKSON TOWNSHIP LANDFILL,JACKSON TOWNSHIP,U.S.A,NJ,LAKEHURST AVENUE,"LAKEHURST AVENUE, JACKSON TOWNSHIP, NJ, U.S.A, 08527",40.0590448,-74.3491809,"40.0590448, -74.3491809",8527,Deleted NPL,
JIS LANDFILL,SOUTH BRUNSWICK,U.S.A,NJ,901-999 CRANBURY SOUTH RIVER ROAD,"901-999 CRANBURY SOUTH RIVER ROAD, SOUTH BRUNSWICK, NJ, U.S.A, 08831",40.3715618,-74.458129,"40.3715618, -74.458129",8831,Final NPL,45.14
"KAUFFMAN & MINTEER, INC.",SPRINGFIELD TWP(JOBSTOWN),U.S.A,NJ,MONMOUTH ROAD (ROUTE 537),"MONMOUTH ROAD (ROUTE 537), SPRINGFIELD TWP(JOBSTOWN), NJ, U.S.A, 08041",40.0175468,-74.7334507,"40.0175468, -74.7334507",8041,Final NPL,28.51
KIN-BUC LANDFILL,EDISON TOWNSHIP,U.S.A,NJ,MEADOW ROAD,"MEADOW ROAD, EDISON TOWNSHIP, NJ, U.S.A, 08817",40.493378,-74.3852288,"40.493378, -74.3852288",8817,Final NPL,50.64
KING OF PRUSSIA,WINSLOW TOWNSHIP,U.S.A,NJ,PINEY HOLLOW ROAD,"PINEY HOLLOW ROAD, WINSLOW TOWNSHIP, NJ, U.S.A, 08095",39.6318354,-74.8822449,"39.6318354, -74.8822449",8095,Final NPL,47.19
KRYSOWATY FARM,HILLSBOROUGH TOWNSHIP,U.S.A,NJ,HACKENBERRY & 3 BRIDGES,"HACKENBERRY & 3 BRIDGES, HILLSBOROUGH TOWNSHIP, NJ, U.S.A, 08853",40.513454,-74.7803958,"40.513454, -74.7803958",8853,Deleted NPL,
LANDFILL & DEVELOPMENT CO.,MOUNT HOLLY,U.S.A,NJ,2023 RTE 38,"2023 RTE 38, MOUNT HOLLY, NJ, U.S.A, 08060",39.9798734,-74.7697729,"39.9798734, -74.7697729",8060,Final NPL,33.62
LANG PROPERTY,PEMBERTON TOWNSHIP,U.S.A,NJ,WHITESBOG-PASADENA ROAD,"WHITESBOG-PASADENA ROAD, PEMBERTON TOWNSHIP, NJ, U.S.A, 08015",39.9363587,-74.4865426,"39.9363587, -74.4865426",8015,Final NPL,48.89
LCP CHEMICALS INC.,LINDEN,U.S.A,NJ,FOOT OF SOUTH WOOD AVENUE,"FOOT OF SOUTH WOOD AVENUE, LINDEN, NJ, U.S.A, 07036",40.6145679,-74.2272251,"40.6145679, -74.2272251",7036,Final NPL,50
LIGHTMAN DRUM COMPANY,WINSLOW TOWNSHIP,U.S.A,NJ,ROUTE 73,"ROUTE 73, WINSLOW TOWNSHIP, NJ, U.S.A, 08009",39.7609828,-74.9095216,"39.7609828, -74.9095216",8009,Final NPL,42.03
LIPARI LANDFILL,MANTUA TOWNSHIP,U.S.A,NJ,RT 322,"RT 322, MANTUA TOWNSHIP, NJ, U.S.A, 08071",39.7174663,-75.1476256,"39.7174663, -75.1476256",8071,Final NPL,75.6
LODI MUNICIPAL WELL,LODI,U.S.A,NJ,VARIOUS LOC IN BORO,"VARIOUS LOC IN BORO, LODI, NJ, U.S.A, 07644",40.8823215,-74.0831971,"40.8823215, -74.0831971",7644,Deleted NPL,
LONE PINE LANDFILL,FREEHOLD TOWNSHIP,U.S.A,NJ,BURKE ROAD,"BURKE ROAD, FREEHOLD TOWNSHIP, NJ, U.S.A, 07728",40.2099117,-74.3288341,"40.2099117, -74.3288341",7728,Final NPL,66.33
LOWER HACKENSACK RIVER,BERGEN AND HUDSON COUNTIES,U.S.A,NJ,1 Meadowlands Parkway (near Route 3 West Bridge Crossing,"1 Meadowlands Parkway (near Route 3 West Bridge Crossing, BERGEN AND HUDSON COUNTIES, NJ, U.S.A, 07094",40.80001,-74.0650322,"40.80001, -74.0650322",7094,Final NPL,50
M&T DELISA LANDFILL,ASBURY PARK,U.S.A,NJ,RTS 35 & 66,"RTS 35 & 66, ASBURY PARK, NJ, U.S.A, 07755",40.2254742,-74.0373866,"40.2254742, -74.0373866",7755,Deleted NPL,
MANNHEIM AVENUE DUMP,GALLOWAY TOWNSHIP,U.S.A,NJ,MANNHEIM AVENUE,"MANNHEIM AVENUE, GALLOWAY TOWNSHIP, NJ, U.S.A, 08213",39.505038,-74.573482,"39.505038, -74.573482",8213,Deleted NPL,
MANSFIELD TRAIL DUMP,BYRAM,U.S.A,NJ,INTERSECTION OF BROOKWOOD AND ROSS ROADS,"INTERSECTION OF BROOKWOOD AND ROSS ROADS, BYRAM, NJ, U.S.A, 07874",40.9264342,-74.7053409,"40.9264342, -74.7053409",7874,Final NPL,50
"MARTIN AARON, INC.",CAMDEN,U.S.A,NJ,1542 SOUTH BROADWAY,"1542 SOUTH BROADWAY, CAMDEN, NJ, U.S.A, 08104",39.92598,-75.118698,"39.92598, -75.118698",8104,Final NPL,50
"MATLACK, INC.",WOOLWICH TOWNSHIP,U.S.A,NJ,ROUTE 322 EAST,"ROUTE 322 EAST, WOOLWICH TOWNSHIP, NJ, U.S.A, 08085",39.7973395,-75.3468051,"39.7973395, -75.3468051",8085,Final NPL,45.54
MATTEO & SONS INC.,THOROFARE,U.S.A,NJ,1708 US RT. 130,"1708 US RT. 130, THOROFARE, NJ, U.S.A, 08086",39.8011488,-75.3556845,"39.8011488, -75.3556845",8086,Final NPL,50
MAYWOOD CHEMICAL CO.,MAYWOOD/ROCHELLE PARK,U.S.A,NJ,RTE 17 & GROVE ST,"RTE 17 & GROVE ST, MAYWOOD/ROCHELLE PARK, NJ, U.S.A, 07607",40.9059202,-74.071583,"40.9059202, -74.071583",7607,Final NPL,51.19
MCGUIRE AIR FORCE BASE #1,WRIGHTSTOWN,U.S.A,NJ,WRIGHTSTOWN-COOKSTOWN ROAD,"WRIGHTSTOWN-COOKSTOWN ROAD, WRIGHTSTOWN, NJ, U.S.A, 08641",40.0388342,-74.5886213,"40.0388342, -74.5886213",8641,Final NPL,47.2
METALTEC/AEROSYSTEMS,FRANKLIN BOROUGH,U.S.A,NJ,WILDCAT & MAPLE ROADS,"WILDCAT & MAPLE ROADS, FRANKLIN BOROUGH, NJ, U.S.A, 07416",41.1107013,-74.5987668,"41.1107013, -74.5987668",7416,Final NPL,48.95
MIDDLESEX SAMPLING PLANT (USDOE),MIDDLESEX,U.S.A,NJ,239 MOUNTAIN AVENUE,"239 MOUNTAIN AVENUE, MIDDLESEX, NJ, U.S.A, 08846",40.5712973,-74.4916675,"40.5712973, -74.4916675",8846,Final NPL,50
"MONITOR DEVICES, INC./INTERCIRCUITS, INC.",WALL TOWNSHIP,U.S.A,NJ,AIRPORT ROAD,"AIRPORT ROAD, WALL TOWNSHIP, NJ, U.S.A, 07727",40.1846841,-74.1170063,"40.1846841, -74.1170063",7727,Final NPL,41.93
MONROE TOWNSHIP LANDFILL,MONROE TOWNSHIP,U.S.A,NJ,MATCHAPONIX AVE. BLOCK 148 LOT B7,"MATCHAPONIX AVE. BLOCK 148 LOT B7, MONROE TOWNSHIP, NJ, U.S.A, 08831",40.3556097,-74.4057252,"40.3556097, -74.4057252",8831,Deleted NPL,
MONTCLAIR/WEST ORANGE RADIUM SITE,MONTCLAIR/WEST ORANGE,U.S.A,NJ,N/A,"N/A, MONTCLAIR/WEST ORANGE, NJ, U.S.A, 07044",40.8269217,-74.2326744,"40.8269217, -74.2326744",7044,Deleted NPL,
MONTGOMERY TOWNSHIP HOUSING DEVELOPMENT,MONTGOMERY TOWNSHIP,U.S.A,NJ,"ROBIN DRIVE, ROUTE 206, SYCAMORE LANE","ROBIN DRIVE, ROUTE 206, SYCAMORE LANE, MONTGOMERY TOWNSHIP, NJ, U.S.A, 08558",40.4080907,-74.6449278,"40.4080907, -74.6449278",8558,Final NPL,37.93
MYERS PROPERTY,FRANKLIN TOWNSHIP,U.S.A,NJ,LOWER KINGTOWN ROAD,"LOWER KINGTOWN ROAD, FRANKLIN TOWNSHIP, NJ, U.S.A, 08822",40.5951784,-74.9334271,"40.5951784, -74.9334271",8822,Final NPL,33.83
NASCOLITE CORP.,MILLVILLE,U.S.A,NJ,DORIS AVE,"DORIS AVE, MILLVILLE, NJ, U.S.A, 08332",39.4216533,-75.028591,"39.4216533, -75.028591",8332,Final NPL,51.13
NAVAL AIR ENGINEERING CENTER,LAKEHURST,U.S.A,NJ,MAIN GATE ROUTE#547,"MAIN GATE ROUTE#547, LAKEHURST, NJ, U.S.A, 08733",40.0182789,-74.3098488,"40.0182789, -74.3098488",8733,Final NPL,50.53
NAVAL WEAPONS STATION EARLE (SITE A),COLTS NECK,U.S.A,NJ,TYLER LANE & TEXAS RD,"TYLER LANE & TEXAS RD, COLTS NECK, NJ, U.S.A, 07722",40.3633231,-74.3073674,"40.3633231, -74.3073674",7722,Final NPL,29.65
NL INDUSTRIES,PEDRICKTOWN (OLDMANS TOWN,U.S.A,NJ,PENNS GROVE-PEDRICKTOWN ROAD,"PENNS GROVE-PEDRICKTOWN ROAD, PEDRICKTOWN (OLDMANS TOWN, NJ, U.S.A, 08067",39.7566669,-75.4272894,"39.7566669, -75.4272894",8067,Final NPL,52.96
ORANGE VALLEY REGIONAL GROUND WATER CONTAMINATION,WEST ORANGE/ORANGE,U.S.A,NJ,GIST PLACE (NEAR NORTH DAY STREET),"GIST PLACE (NEAR NORTH DAY STREET), WEST ORANGE/ORANGE, NJ, U.S.A, 07051",40.7762956,-74.2267558,"40.7762956, -74.2267558",7051,Final NPL,50
PEPE FIELD,BOONTON,U.S.A,NJ,WOOTTON & HILLSIDE,"WOOTTON & HILLSIDE, BOONTON, NJ, U.S.A, 07005",40.9129264,-74.4109578,"40.9129264, -74.4109578",7005,Deleted NPL,
PICATINNY ARSENAL (USARMY),ROCKAWAY TOWNSHIP,U.S.A,NJ,OFF RTE 15 DOVER NJ,"OFF RTE 15 DOVER NJ, ROCKAWAY TOWNSHIP, NJ, U.S.A, 07801",40.8943873,-74.5658931,"40.8943873, -74.5658931",7801,Final NPL,42.92
PIERSON'S CREEK,NEWARK,U.S.A,NJ,ONE AVENUE L,"ONE AVENUE L, NEWARK, NJ, U.S.A, 07105",40.7205946,-74.1440579,"40.7205946, -74.1440579",7105,Final NPL,50
PIJAK FARM,PLUMSTEAD TOWNSHIP,U.S.A,NJ,FISCHER ROAD,"FISCHER ROAD, PLUMSTEAD TOWNSHIP, NJ, U.S.A, 08533",40.0744752,-74.4925993,"40.0744752, -74.4925993",8533,Deleted NPL,
PIONEER METAL FINISHING INC,FRANKLINVILLE,U.S.A,NJ,2034 COLES MILL RD,"2034 COLES MILL RD, FRANKLINVILLE, NJ, U.S.A, 08322",39.6168226,-75.0615223,"39.6168226, -75.0615223",8322,Final NPL,47.99
PJP LANDFILL,JERSEY CITY,U.S.A,NJ,400 SIP AVE,"400 SIP AVE, JERSEY CITY, NJ, U.S.A, 07306",40.734737,-74.0797061,"40.734737, -74.0797061",7306,Final NPL,28.73
POHATCONG VALLEY GROUND WATER CONTAMINATION,WARREN COUNTY,U.S.A,NJ,ROUTE 643 TO ROUTE 31,"ROUTE 643 TO ROUTE 31, WARREN COUNTY, NJ, U.S.A, 07882",40.7536951,-74.9751776,"40.7536951, -74.9751776",7882,Final NPL,28.9
POMONA OAKS RESIDENTIAL WELLS,GALLOWAY TOWNSHIP,U.S.A,NJ,ROUTES 575 & 30,"ROUTES 575 & 30, GALLOWAY TOWNSHIP, NJ, U.S.A, 08240",39.4857419,-74.5588555,"39.4857419, -74.5588555",8240,Deleted NPL,
PRICE LANDFILL,PLEASANTVILLE,U.S.A,NJ,MILL ROAD,"MILL ROAD, PLEASANTVILLE, NJ, U.S.A, 08232",39.4069396,-74.5260916,"39.4069396, -74.5260916",8232,Final NPL,
PUCHACK WELL FIELD,PENNSAUKEN TOWNSHIP,U.S.A,NJ,WEST OF US 130; SOUTH OF STATE HWY 90,"WEST OF US 130; SOUTH OF STATE HWY 90, PENNSAUKEN TOWNSHIP, NJ, U.S.A, 08110",39.9780738,-75.0509649,"39.9780738, -75.0509649",8110,Final NPL,50
QUANTA RESOURCES,EDGEWATER,U.S.A,NJ,ONE RIVER RD,"ONE RIVER RD, EDGEWATER, NJ, U.S.A, 07020",40.8214128,-73.9770109,"40.8214128, -73.9770109",7020,Final NPL,50
"RADIATION TECHNOLOGY, INC.",ROCKAWAY TOWNSHIP,U.S.A,NJ,108 LAKE DENMARK ROAD,"108 LAKE DENMARK ROAD, ROCKAWAY TOWNSHIP, NJ, U.S.A, 07866",40.9598306,-74.530039,"40.9598306, -74.530039",7866,Final NPL,42.56
RARITAN BAY SLAG,OLD BRIDGE TWP/SAYREVILLE,U.S.A,NJ,BAYVIEW DRIVE,"BAYVIEW DRIVE, OLD BRIDGE TWP/SAYREVILLE, NJ, U.S.A, 08879",40.4572093,-74.2418904,"40.4572093, -74.2418904",8879,Final NPL,50
REICH FARMS,PLEASANT PLAINS,U.S.A,NJ,LAKEWOOD RD,"LAKEWOOD RD, PLEASANT PLAINS, NJ, U.S.A, 08753",40.44778,-74.55833,"40.44778, -74.55833",8753,Deleted NPL,
"RENORA, INC.",EDISON TOWNSHIP,U.S.A,NJ,83 SOUTH MAIN ST,"83 SOUTH MAIN ST, EDISON TOWNSHIP, NJ, U.S.A, 08837",40.5203111,-74.3577851,"40.5203111, -74.3577851",8837,Deleted NPL,
RINGWOOD MINES/LANDFILL,RINGWOOD BOROUGH,U.S.A,NJ,PETERS MINE ROAD,"PETERS MINE ROAD, RINGWOOD BOROUGH, NJ, U.S.A, 07456",41.1390878,-74.2701267,"41.1390878, -74.2701267",7456,Final NPL,52.58
RIVERSIDE INDUSTRIAL PARK,NEWARK,U.S.A,NJ,29 RIVERSIDE AVENUE,"29 RIVERSIDE AVENUE, NEWARK, NJ, U.S.A, 07104",40.7666725,-74.1593654,"40.7666725, -74.1593654",7104,Final NPL,50
ROCKAWAY BOROUGH WELL FIELD,ROCKAWAY TOWNSHIP,U.S.A,NJ,"JACKSON,UNION & GARDEN STS","JACKSON,UNION & GARDEN STS, ROCKAWAY TOWNSHIP, NJ, U.S.A, 07866",40.905102,-74.5076027,"40.905102, -74.5076027",7866,Final NPL,42.34
ROCKAWAY TOWNSHIP WELLS,ROCKAWAY TOWNSHIP,U.S.A,NJ,GREEN POND ROAD,"GREEN POND ROAD, ROCKAWAY TOWNSHIP, NJ, U.S.A, 07866",40.9816974,-74.4846439,"40.9816974, -74.4846439",7866,Final NPL,28.9
ROCKY HILL MUNICIPAL WELL,ROCKY HILL BOROUGH,U.S.A,NJ,WASHINGTON STREET,"WASHINGTON STREET, ROCKY HILL BOROUGH, NJ, U.S.A, 08553",40.40078,-74.6391724,"40.40078, -74.6391724",8553,Final NPL,37.93
ROEBLING STEEL CO.,FLORENCE,U.S.A,NJ,2ND AVENUE,"2ND AVENUE, FLORENCE, NJ, U.S.A, 08554",40.118618,-74.773334,"40.118618, -74.773334",8554,Final NPL,41.02
ROLLING KNOLLS LF,GREEN VILLAGE,U.S.A,NJ,35 BRITTEN RD,"35 BRITTEN RD, GREEN VILLAGE, NJ, U.S.A, 07935",40.7368321,-74.4425748,"40.7368321, -74.4425748",7935,Final NPL,58.31
ROUTE 561 DUMP,GIBBSBORO,U.S.A,NJ,ROUTE 561,"ROUTE 561, GIBBSBORO, NJ, U.S.A, 08026",39.8316857,-74.9564023,"39.8316857, -74.9564023",8026,Proposed NPL,50
SAYREVILLE LANDFILL,SAYREVILLE,U.S.A,NJ,JERNEES MILL RD,"JERNEES MILL RD, SAYREVILLE, NJ, U.S.A, 08872",40.4425869,-74.354468,"40.4425869, -74.354468",8872,Deleted NPL,
SCIENTIFIC CHEMICAL PROCESSING,CARLSTADT,U.S.A,NJ,216 PATERSON PLANK RD,"216 PATERSON PLANK RD, CARLSTADT, NJ, U.S.A, 07072",40.8232297,-74.0717302,"40.8232297, -74.0717302",7072,Final NPL,55.97
SHARKEY LANDFILL,"PARSIPPANY, TROY HLS",U.S.A,NJ,EDWARDS & SHARKEY ROAD,"EDWARDS & SHARKEY ROAD, PARSIPPANY, TROY HLS, NJ, U.S.A, 07054",40.8483406,-74.3502197,"40.8483406, -74.3502197",7054,Final NPL,48.85
SHERWIN-WILLIAMS/HILLIARDS CREEK,GIBBSBORO,U.S.A,NJ,FOSTER AVENUE AND GIBBSBORO ROAD,"FOSTER AVENUE AND GIBBSBORO ROAD, GIBBSBORO, NJ, U.S.A, 08026",39.8359051,-74.9861001,"39.8359051, -74.9861001",8026,Final NPL,50
SHIELDALLOY CORP.,NEWFIELD BOROUGH,U.S.A,NJ,WEST BLVD,"WEST BLVD, NEWFIELD BOROUGH, NJ, U.S.A, 08344",39.5505028,-75.0267596,"39.5505028, -75.0267596",8344,Final NPL,58.75
SOUTH BRUNSWICK LANDFILL,SOUTH BRUNSWICK,U.S.A,NJ,NEW ROAD,"NEW ROAD, SOUTH BRUNSWICK, NJ, U.S.A, 08852",40.3912129,-74.5540494,"40.3912129, -74.5540494",8852,Deleted NPL,
SOUTH JERSEY CLOTHING CO.,MINOTOLA,U.S.A,NJ,1 CENTRAL AVE,"1 CENTRAL AVE, MINOTOLA, NJ, U.S.A, 08341",39.5168564,-74.9485767,"39.5168564, -74.9485767",8341,Final NPL,42.24
SPENCE FARM,PLUMSTEAD TOWNSHIP,U.S.A,NJ,ROUTE 528 & MOOREHOUSE ROAD,"ROUTE 528 & MOOREHOUSE ROAD, PLUMSTEAD TOWNSHIP, NJ, U.S.A, 08533",40.0714088,-74.5201623,"40.0714088, -74.5201623",8533,Deleted NPL,
STANDARD CHLORINE,KEARNY,U.S.A,NJ,1015-35 BELLEVILLE TURNPIKE,"1015-35 BELLEVILLE TURNPIKE, KEARNY, NJ, U.S.A, 07032",40.7502136,-74.099583,"40.7502136, -74.099583",7032,Final NPL,50
SWOPE OIL & CHEMICAL CO.,PENNSAUKEN TOWNSHIP,U.S.A,NJ,8281 NATIONAL HWY,"8281 NATIONAL HWY, PENNSAUKEN TOWNSHIP, NJ, U.S.A, 08110",39.9821362,-75.0339509,"39.9821362, -75.0339509",8110,Final NPL,35.68
SYNCON RESINS,SOUTH KEARNY,U.S.A,NJ,77 JACOBUS AVE,"77 JACOBUS AVE, SOUTH KEARNY, NJ, U.S.A, 07032",40.737757,-74.111924,"40.737757, -74.111924",7032,Final NPL,43.43
TABERNACLE DRUM DUMP,TABERNACLE TOWNSHIP,U.S.A,NJ,"RD3, CARRANZA ROAD","RD3, CARRANZA ROAD, TABERNACLE TOWNSHIP, NJ, U.S.A, 08088",39.8406398,-74.709583,"39.8406398, -74.709583",8088,Deleted NPL,
U.S. RADIUM CORP.,ORANGE,U.S.A,NJ,ALDEN & HIGH STS AND OTHER ADDRESSES,"ALDEN & HIGH STS AND OTHER ADDRESSES, ORANGE, NJ, U.S.A, 07050",40.7680056,-74.2326058,"40.7680056, -74.2326058",7050,Final NPL,
UNIMATIC MANUFACTURING CORPORATION,FAIRFIELD,U.S.A,NJ,25 SHERWOOD LANE,"25 SHERWOOD LANE, FAIRFIELD, NJ, U.S.A, 07004",40.8785906,-74.2694337,"40.8785906, -74.2694337",7004,Final NPL,50
UNITED STATES AVENUE BURN,GIBBSBORO,U.S.A,NJ,UNITED STATES AVENUE,"UNITED STATES AVENUE, GIBBSBORO, NJ, U.S.A, 08026",39.820343,-74.966781,"39.820343, -74.966781",8026,Final NPL,50
UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION),EAST RUTHERFORD,U.S.A,NJ,E/S ROUTE 17,"E/S ROUTE 17, EAST RUTHERFORD, NJ, U.S.A, 07073",40.8272767,-74.0944786,"40.8272767, -74.0944786",7073,Final NPL,
UPPER DEERFIELD TOWNSHIP SANITARY LANDFILL,UPPER DEERFIELD TOWNSHIP,U.S.A,NJ,HUSTED STATION RD,"HUSTED STATION RD, UPPER DEERFIELD TOWNSHIP, NJ, U.S.A, 08302",39.5235432,-75.1885172,"39.5235432, -75.1885172",8302,Deleted NPL,
VENTRON/VELSICOL,WOOD RIDGE BOROUGH,U.S.A,NJ,ETHYL BOULEVARD,"ETHYL BOULEVARD, WOOD RIDGE BOROUGH, NJ, U.S.A, 07075",40.858709,-74.0814912,"40.858709, -74.0814912",7075,Final NPL,51.38
"VINELAND CHEMICAL CO., INC.",VINELAND,U.S.A,NJ,1405 N. MILL RD.,"1405 N. MILL RD., VINELAND, NJ, U.S.A, 08360",39.5081193,-75.0583996,"39.5081193, -75.0583996",8360,Final NPL,59.16
VINELAND STATE SCHOOL,VINELAND,U.S.A,NJ,EAST LANDIS AVE,"EAST LANDIS AVE, VINELAND, NJ, U.S.A, 08360",39.4844552,-74.9892693,"39.4844552, -74.9892693",8360,Deleted NPL,
"W.R. GRACE & CO., INC./WAYNE INTERIM STORAGE SITE (USDOE)",WAYNE TOWNSHIP,U.S.A,NJ,868 BLACK OAK RIDGE ROAD,"868 BLACK OAK RIDGE ROAD, WAYNE TOWNSHIP, NJ, U.S.A, 07470",40.969729,-74.2703841,"40.969729, -74.2703841",7470,Deleted NPL,
"WALDICK AEROSPACE DEVICES, INC.",WALL TOWNSHIP,U.S.A,NJ,2121 ROUTE 35,"2121 ROUTE 35, WALL TOWNSHIP, NJ, U.S.A, 07719",40.2691225,-74.042333,"40.2691225, -74.042333",7719,Final NPL,44.86
WELSBACH & GENERAL GAS MANTLE (CAMDEN RADIATION),CAMDEN AND GLOUCESTER CITY,U.S.A,NJ,6 AREAS IN CAMDEN AND GLOUCESTER CITY,"6 AREAS IN CAMDEN AND GLOUCESTER CITY, CAMDEN AND GLOUCESTER CITY, NJ, U.S.A, 08030",39.8921578,-75.1241689,"39.8921578, -75.1241689",8030,Final NPL,41.46
WHITE CHEMICAL CORP.,NEWARK,U.S.A,NJ,660 FRELINGHUYSEN AVE,"660 FRELINGHUYSEN AVE, NEWARK, NJ, U.S.A, 07114",40.6984959,-74.1975488,"40.6984959, -74.1975488",7114,Final NPL,
WHITE SWAN LAUNDRY AND CLEANER INC.,WALL TWP,U.S.A,NJ,1322 SEA GIRT AVE,"1322 SEA GIRT AVE, WALL TWP, NJ, U.S.A, 07719",40.1357734,-74.0627145,"40.1357734, -74.0627145",7719,Final NPL,41.63
WILLIAMS PROPERTY,SWAINTON MIDDLE,U.S.A,NJ,"RR 1, SIEGTOWN ROAD","RR 1, SIEGTOWN ROAD, SWAINTON MIDDLE, NJ, U.S.A, 08210",39.115442,-74.7971589,"39.115442, -74.7971589",8210,Final NPL,40.45
WILSON FARM,PLUMSTEAD TOWNSHIP,U.S.A,NJ,HAWKINS ROAD,"HAWKINS ROAD, PLUMSTEAD TOWNSHIP, NJ, U.S.A, 08533",40.071191,-74.4508516,"40.071191, -74.4508516",8533,Deleted NPL,
WITCO CHEMICAL CORP. (OAKLAND PLANT),OAKLAND,U.S.A,NJ,100 BAUER DR,"100 BAUER DR, OAKLAND, NJ, U.S.A, 07436",41.0034014,-74.2420376,"41.0034014, -74.2420376",7436,Deleted NPL,
WOODBROOK ROAD DUMP,SOUTH PLAINFIELD,U.S.A,NJ,FOOT OF WOODBROOK ROAD (SOUTH END),"FOOT OF WOODBROOK ROAD (SOUTH END), SOUTH PLAINFIELD, NJ, U.S.A, 08820",40.5757563,-74.3548452,"40.5757563, -74.3548452",8820,Final NPL,50
WOODLAND ROUTE 532 DUMP,WOODLAND TOWNSHIP,U.S.A,NJ,ROUTE 532,"ROUTE 532, WOODLAND TOWNSHIP, NJ, U.S.A, 08019",39.8181365,-74.5394364,"39.8181365, -74.5394364",8019,Final NPL,34.98
WOODLAND ROUTE 72 DUMP,WOODLAND TOWNSHIP,U.S.A,NJ,"RTE 72, ON SOOEY ROAD","RTE 72, ON SOOEY ROAD, WOODLAND TOWNSHIP, NJ, U.S.A, 08019",39.7806547,-74.4613147,"39.7806547, -74.4613147",8019,Final NPL,31.17
ZSCHIEGNER REFINING,HOWELL TOWNSHIP,U.S.A,NJ,1442 MAXIM-SOUTHARD ROAD,"1442 MAXIM-SOUTHARD ROAD, HOWELL TOWNSHIP, NJ, U.S.A, 07731",40.1460019,-74.1995522,"40.1460019, -74.1995522",7731,Final NPL,50
AT & SF (CLOVIS),CLOVIS,U.S.A,NM,SEC 18 & 19 T2N R36E,"SEC 18 & 19 T2N R36E, CLOVIS, NM, U.S.A, 88101",34.4172381,-103.201583,"34.4172381, -103.201583",88101,Deleted NPL,
AT&SF (ALBUQUERQUE),ALBUQUERQUE,U.S.A,NM,"3300 2ND STREET , SW","3300 2ND STREET , SW, ALBUQUERQUE, NM, U.S.A, 87102",35.0421924,-106.6549158,"35.0421924, -106.6549158",87102,Final NPL,
CAL WEST METALS (USSBA),LEMITAR,U.S.A,NM,I-25 & US60 & 85 W FRONTAGE,"I-25 & US60 & 85 W FRONTAGE, LEMITAR, NM, U.S.A, 87823",34.1674008,-109.0391665,"34.1674008, -109.0391665",87823,Deleted NPL,
CHEVRON QUESTA MINE,QUESTA,U.S.A,NM,NM HIGHWAY 38 RED RIVER CANYON,"NM HIGHWAY 38 RED RIVER CANYON, QUESTA, NM, U.S.A, 87556",36.7039143,-105.5950065,"36.7039143, -105.5950065",87556,Final NPL,50
CIMARRON MINING CORP.,CARRIZOZO,U.S.A,NM,EAST OF HWY 380,"EAST OF HWY 380, CARRIZOZO, NM, U.S.A, 88301",33.6417408,-105.877212,"33.6417408, -105.877212",88301,Deleted NPL,
CLEVELAND MILL,SILVER CITY,U.S.A,NM,"FOREST ROUTE 804, 1.5 MI","FOREST ROUTE 804, 1.5 MI, SILVER CITY, NM, U.S.A, 88061",32.770075,-108.280326,"32.770075, -108.280326",88061,Deleted NPL,
EAGLE PICHER CAREFREE BATTERY,SOCORRO,U.S.A,NM,EXIT 152 I-25,"EXIT 152 I-25, SOCORRO, NM, U.S.A, 87801",34.0563453,-106.8873626,"34.0563453, -106.8873626",87801,Final NPL,50
